placeDcid,placeName,Date:Monthly_Median_GrossRent_HousingUnit,Value:Monthly_Median_GrossRent_HousingUnit,Source:Monthly_Median_GrossRent_HousingUnit
geoId/08125,Yuma County,2022,866,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09001,Fairfield County,2021,1593,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09003,Hartford County,2021,1191,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09005,Litchfield County,2021,1114,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09007,Middlesex County,2021,1222,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09009,New Haven County,2021,1223,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09011,New London County,2021,1192,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09013,Tolland County,2021,1238,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09015,Windham County,2021,1019,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09110,Capitol Planning Region,2022,1297,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09120,Greater Bridgeport Planning Region,2022,1446,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09130,Lower Connecticut River Valley Planning Region,2022,1345,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09140,Naugatuck Valley Planning Region,2022,1218,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09150,Northeastern Connecticut Planning Region,2022,1119,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09160,Northwest Hills Planning Region,2022,1149,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09170,South Central Connecticut Planning Region,2022,1408,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09180,Southeastern Connecticut Planning Region,2022,1254,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/09190,Western Connecticut Planning Region,2022,1952,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/10001,Kent County,2022,1224,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/10003,New Castle County,2022,1327,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/10005,Sussex County,2022,1162,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/11001,District of Columbia,2022,1817,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12001,Alachua County,2022,1191,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12003,Baker County,2022,959,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12005,Bay County,2022,1311,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12007,Bradford County,2022,902,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12009,Brevard County,2022,1327,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12011,Broward County,2022,1683,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12013,Calhoun County,2022,610,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12015,Charlotte County,2022,1206,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12017,Citrus County,2022,1000,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12019,Clay County,2022,1372,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12021,Collier County,2022,1599,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12023,Columbia County,2022,905,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12027,DeSoto County,2022,861,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12029,Dixie County,2022,805,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12031,Duval County,2022,1293,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12033,Escambia County,2022,1170,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12035,Flagler County,2022,1561,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12037,Franklin County,2022,1045,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12039,Gadsden County,2022,781,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12041,Gilchrist County,2022,801,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12043,Glades County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12045,Gulf County,2022,1143,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12047,Hamilton County,2022,778,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12049,Hardee County,2022,904,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12051,Hendry County,2022,892,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12053,Hernando County,2022,1155,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12055,Highlands County,2022,919,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12057,Hillsborough County,2022,1413,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12059,Holmes County,2022,792,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12061,Indian River County,2022,1183,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12063,Jackson County,2022,756,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12065,Jefferson County,2022,727,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12067,Lafayette County,2022,853,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12069,Lake County,2022,1323,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12071,Lee County,2022,1466,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12073,Leon County,2022,1157,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12075,Levy County,2022,798,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12077,Liberty County,2022,884,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12079,Madison County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12081,Manatee County,2022,1418,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12083,Marion County,2022,1092,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12085,Martin County,2022,1374,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12086,Miami-Dade County,2022,1623,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12087,Monroe County,2022,1919,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12089,Nassau County,2022,1171,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12091,Okaloosa County,2022,1382,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12093,Okeechobee County,2022,963,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12095,Orange County,2022,1553,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12097,Osceola County,2022,1537,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12099,Palm Beach County,2022,1700,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12101,Pasco County,2022,1282,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12103,Pinellas County,2022,1389,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12105,Polk County,2022,1192,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12107,Putnam County,2022,844,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12109,St. Johns County,2022,1601,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12111,St. Lucie County,2022,1363,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12113,Santa Rosa County,2022,1386,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12115,Sarasota County,2022,1590,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12117,Seminole County,2022,1545,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12119,Sumter County,2022,1185,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12121,Suwannee County,2022,760,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12123,Taylor County,2022,909,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12125,Union County,2022,785,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12127,Volusia County,2022,1271,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12129,Wakulla County,2022,1041,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12131,Walton County,2022,1463,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/12133,Washington County,2022,853,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13001,Appling County,2022,683,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13003,Atkinson County,2022,566,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13005,Bacon County,2022,685,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13007,Baker County,2022,596,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13009,Baldwin County,2022,832,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13011,Banks County,2022,776,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13013,Barrow County,2022,1137,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13015,Bartow County,2022,1090,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13017,Ben Hill County,2022,668,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13019,Berrien County,2022,718,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13021,Bibb County,2022,967,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13023,Bleckley County,2022,757,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13025,Brantley County,2022,728,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13027,Brooks County,2022,738,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13029,Bryan County,2022,1390,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13031,Bulloch County,2022,931,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13033,Burke County,2022,747,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13035,Butts County,2022,961,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13037,Calhoun County,2022,676,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13039,Camden County,2022,1136,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13043,Candler County,2022,682,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13045,Carroll County,2022,1055,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13047,Catoosa County,2022,921,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13049,Charlton County,2022,704,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13051,Chatham County,2022,1284,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13053,Chattahoochee County,2022,1260,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13055,Chattooga County,2022,753,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13057,Cherokee County,2022,1580,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13059,Clarke County,2022,1045,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13061,Clay County,2022,383,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13063,Clayton County,2022,1216,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13065,Clinch County,2022,547,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13067,Cobb County,2022,1535,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13069,Coffee County,2022,702,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13071,Colquitt County,2022,747,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13073,Columbia County,2022,1295,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13075,Cook County,2022,887,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13077,Coweta County,2022,1326,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13079,Crawford County,2022,677,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13081,Crisp County,2022,735,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13083,Dade County,2022,861,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13085,Dawson County,2022,1360,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13087,Decatur County,2022,796,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13089,DeKalb County,2022,1464,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13091,Dodge County,2022,695,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13093,Dooly County,2022,717,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13095,Dougherty County,2022,898,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13097,Douglas County,2022,1326,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13099,Early County,2022,803,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13101,Echols County,2022,789,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13103,Effingham County,2022,1098,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13105,Elbert County,2022,828,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13107,Emanuel County,2022,724,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13109,Evans County,2022,715,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13111,Fannin County,2022,813,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13113,Fayette County,2022,1693,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13115,Floyd County,2022,890,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13117,Forsyth County,2022,1779,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13119,Franklin County,2022,751,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13121,Fulton County,2022,1529,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13123,Gilmer County,2022,907,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13125,Glascock County,2022,779,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13127,Glynn County,2022,1031,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13129,Gordon County,2022,830,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13131,Grady County,2022,806,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13133,Greene County,2022,825,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13135,Gwinnett County,2022,1594,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13137,Habersham County,2022,861,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13139,Hall County,2022,1179,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13141,Hancock County,2022,576,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13143,Haralson County,2022,837,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13145,Harris County,2022,869,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13147,Hart County,2022,782,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13149,Heard County,2022,815,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13151,Henry County,2022,1411,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13153,Houston County,2022,1094,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13155,Irwin County,2022,772,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13157,Jackson County,2022,1007,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13159,Jasper County,2022,1009,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13161,Jeff Davis County,2022,626,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13163,Jefferson County,2022,701,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13165,Jenkins County,2022,665,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13167,Johnson County,2022,590,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13169,Jones County,2022,850,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13171,Lamar County,2022,888,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13173,Lanier County,2022,813,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13175,Laurens County,2022,722,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13177,Lee County,2022,1144,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13179,Liberty County,2022,1178,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13181,Lincoln County,2022,724,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13183,Long County,2022,846,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13185,Lowndes County,2022,951,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13187,Lumpkin County,2022,1055,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13189,McDuffie County,2022,834,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13191,McIntosh County,2022,760,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13193,Macon County,2022,627,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13195,Madison County,2022,884,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13197,Marion County,2022,663,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13199,Meriwether County,2022,864,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13201,Miller County,2022,698,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13205,Mitchell County,2022,725,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13207,Monroe County,2022,872,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13209,Montgomery County,2022,684,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13211,Morgan County,2022,1003,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13213,Murray County,2022,800,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13215,Muscogee County,2022,1038,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13217,Newton County,2022,1264,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13219,Oconee County,2022,1391,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13221,Oglethorpe County,2022,789,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13223,Paulding County,2022,1464,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13225,Peach County,2022,817,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13227,Pickens County,2022,990,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13229,Pierce County,2022,764,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13231,Pike County,2022,989,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13233,Polk County,2022,814,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13235,Pulaski County,2022,863,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13237,Putnam County,2022,934,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13239,Quitman County,2022,740,https://data.census.gov/table/ACSDT5Y2022.B25031
geoId/13241,Rabun County,2022,945,https://data.census.gov/table/ACSDT5Y2022.B25031
