placeDcid,placeName,Date:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue
geoId/13089,DeKalb County,2021,1011323000,https://www.bea.gov/
geoId/13091,Dodge County,2019,8446000,https://www.bea.gov/
geoId/13093,Dooly County,2021,3127000,https://www.bea.gov/
geoId/13095,Dougherty County,2021,155048000,https://www.bea.gov/
geoId/13097,Douglas County,2021,158884000,https://www.bea.gov/
geoId/13099,Early County,2021,4561000,https://www.bea.gov/
geoId/13101,Echols County,2021,101000,https://www.bea.gov/
geoId/13103,Effingham County,2021,21863000,https://www.bea.gov/
geoId/13105,Elbert County,2021,7077000,https://www.bea.gov/
geoId/13107,Emanuel County,2021,12464000,https://www.bea.gov/
geoId/13109,Evans County,2021,6553000,https://www.bea.gov/
geoId/13111,Fannin County,2021,51125000,https://www.bea.gov/
geoId/13113,Fayette County,2021,225365000,https://www.bea.gov/
geoId/13115,Floyd County,2021,123094000,https://www.bea.gov/
geoId/13117,Forsyth County,2021,254744000,https://www.bea.gov/
geoId/13119,Franklin County,2021,30417000,https://www.bea.gov/
geoId/13121,Fulton County,2021,4606569000,https://www.bea.gov/
geoId/13123,Gilmer County,2021,34223000,https://www.bea.gov/
geoId/13125,Glascock County,2021,701000,https://www.bea.gov/
geoId/13127,Glynn County,2021,342136000,https://www.bea.gov/
geoId/13129,Gordon County,2021,49287000,https://www.bea.gov/
geoId/13131,Grady County,2021,13155000,https://www.bea.gov/
geoId/13133,Greene County,2021,52761000,https://www.bea.gov/
geoId/13135,Gwinnett County,2021,1214968000,https://www.bea.gov/
geoId/13137,Habersham County,2021,42033000,https://www.bea.gov/
geoId/13139,Hall County,2021,576064000,https://www.bea.gov/
geoId/13141,Hancock County,2021,516000,https://www.bea.gov/
geoId/13143,Haralson County,2019,17788000,https://www.bea.gov/
geoId/13145,Harris County,2021,25563000,https://www.bea.gov/
geoId/13147,Hart County,2021,23088000,https://www.bea.gov/
geoId/13149,Heard County,2021,1386000,https://www.bea.gov/
geoId/13151,Henry County,2021,294288000,https://www.bea.gov/
geoId/13153,Houston County,2021,204505000,https://www.bea.gov/
geoId/13155,Irwin County,2020,1317000,https://www.bea.gov/
geoId/13157,Jackson County,2021,56833000,https://www.bea.gov/
geoId/13159,Jasper County,2021,4521000,https://www.bea.gov/
geoId/13161,Jeff Davis County,2021,6467000,https://www.bea.gov/
geoId/13163,Jefferson County,2021,5813000,https://www.bea.gov/
geoId/13165,Jenkins County,2021,3789000,https://www.bea.gov/
geoId/13167,Johnson County,2021,774000,https://www.bea.gov/
geoId/13169,Jones County,2021,6876000,https://www.bea.gov/
geoId/13171,Lamar County,2021,10005000,https://www.bea.gov/
geoId/13173,Lanier County,2021,3199000,https://www.bea.gov/
geoId/13175,Laurens County,2021,48718000,https://www.bea.gov/
geoId/13177,Lee County,2021,11153000,https://www.bea.gov/
geoId/13179,Liberty County,2021,59686000,https://www.bea.gov/
geoId/13181,Lincoln County,2021,2892000,https://www.bea.gov/
geoId/13183,Long County,2021,964000,https://www.bea.gov/
geoId/13185,Lowndes County,2021,178178000,https://www.bea.gov/
geoId/13187,Lumpkin County,2021,38002000,https://www.bea.gov/
geoId/13189,McDuffie County,2021,16665000,https://www.bea.gov/
geoId/13191,McIntosh County,2019,10951000,https://www.bea.gov/
geoId/13193,Macon County,2021,4327000,https://www.bea.gov/
geoId/13195,Madison County,2021,4025000,https://www.bea.gov/
geoId/13197,Marion County,2021,2528000,https://www.bea.gov/
geoId/13199,Meriwether County,2021,6281000,https://www.bea.gov/
geoId/13201,Miller County,2021,2738000,https://www.bea.gov/
geoId/13205,Mitchell County,2021,7472000,https://www.bea.gov/
geoId/13207,Monroe County,2021,17888000,https://www.bea.gov/
geoId/13209,Montgomery County,2021,3690000,https://www.bea.gov/
geoId/13211,Morgan County,2021,34390000,https://www.bea.gov/
geoId/13213,Murray County,2021,14633000,https://www.bea.gov/
geoId/13215,Muscogee County,2021,356704000,https://www.bea.gov/
geoId/13217,Newton County,2021,73489000,https://www.bea.gov/
geoId/13219,Oconee County,2021,132309000,https://www.bea.gov/
geoId/13221,Oglethorpe County,2021,1744000,https://www.bea.gov/
geoId/13223,Paulding County,2021,107622000,https://www.bea.gov/
geoId/13225,Peach County,2021,21172000,https://www.bea.gov/
geoId/13227,Pickens County,2021,34037000,https://www.bea.gov/
geoId/13229,Pierce County,2021,9339000,https://www.bea.gov/
geoId/13231,Pike County,2021,5011000,https://www.bea.gov/
geoId/13233,Polk County,2021,28566000,https://www.bea.gov/
geoId/13235,Pulaski County,2021,5491000,https://www.bea.gov/
geoId/13237,Putnam County,2021,17560000,https://www.bea.gov/
geoId/13241,Rabun County,2021,37292000,https://www.bea.gov/
geoId/13243,Randolph County,2021,2216000,https://www.bea.gov/
geoId/13245,Richmond County,2021,387357000,https://www.bea.gov/
geoId/13247,Rockdale County,2021,92960000,https://www.bea.gov/
geoId/13249,Schley County,2021,1272000,https://www.bea.gov/
geoId/13251,Screven County,2021,4201000,https://www.bea.gov/
geoId/13253,Seminole County,2021,13912000,https://www.bea.gov/
geoId/13255,Spalding County,2021,60718000,https://www.bea.gov/
geoId/13257,Stephens County,2021,17540000,https://www.bea.gov/
geoId/13259,Stewart County,2021,919000,https://www.bea.gov/
geoId/13261,Sumter County,2021,24789000,https://www.bea.gov/
geoId/13263,Talbot County,2014,452000,https://www.bea.gov/
geoId/13265,Taliaferro County,2021,5000,https://www.bea.gov/
geoId/13267,Tattnall County,2021,7104000,https://www.bea.gov/
geoId/13269,Taylor County,2021,1525000,https://www.bea.gov/
geoId/13271,Telfair County,2021,5682000,https://www.bea.gov/
geoId/13273,Terrell County,2021,3890000,https://www.bea.gov/
geoId/13275,Thomas County,2021,49579000,https://www.bea.gov/
geoId/13277,Tift County,2021,63975000,https://www.bea.gov/
geoId/13279,Toombs County,2021,26623000,https://www.bea.gov/
geoId/13281,Towns County,2021,40291000,https://www.bea.gov/
geoId/13283,Treutlen County,2021,1084000,https://www.bea.gov/
geoId/13285,Troup County,2021,100000000,https://www.bea.gov/
geoId/13287,Turner County,2021,5499000,https://www.bea.gov/
geoId/13289,Twiggs County,2015,5672000,https://www.bea.gov/
geoId/13291,Union County,2021,21640000,https://www.bea.gov/
geoId/13293,Upson County,2021,18218000,https://www.bea.gov/
geoId/13295,Walker County,2021,37060000,https://www.bea.gov/
geoId/13297,Walton County,2021,60774000,https://www.bea.gov/
geoId/13299,Ware County,2021,45782000,https://www.bea.gov/
geoId/13301,Warren County,2013,631000,https://www.bea.gov/
geoId/13303,Washington County,2021,10067000,https://www.bea.gov/
geoId/13305,Wayne County,2021,17271000,https://www.bea.gov/
geoId/13307,Webster County,2021,21000,https://www.bea.gov/
geoId/13309,Wheeler County,2021,2842000,https://www.bea.gov/
geoId/13311,White County,2021,64756000,https://www.bea.gov/
geoId/13313,Whitfield County,2021,100626000,https://www.bea.gov/
geoId/13315,Wilcox County,2020,218000,https://www.bea.gov/
geoId/13317,Wilkes County,2021,4984000,https://www.bea.gov/
geoId/13319,Wilkinson County,2019,661000,https://www.bea.gov/
geoId/13321,Worth County,2021,7908000,https://www.bea.gov/
geoId/15001,Hawaii County,2021,867641000,https://www.bea.gov/
geoId/15003,Honolulu County,2021,3869250000,https://www.bea.gov/
geoId/15007,Kauai County,2021,577499000,https://www.bea.gov/
geoId/16001,Ada County,2021,956548000,https://www.bea.gov/
geoId/16003,Adams County,2021,14109000,https://www.bea.gov/
geoId/16005,Bannock County,2021,113065000,https://www.bea.gov/
geoId/16007,Bear Lake County,2021,6195000,https://www.bea.gov/
geoId/16009,Benewah County,2021,4564000,https://www.bea.gov/
geoId/16011,Bingham County,2021,22499000,https://www.bea.gov/
geoId/16013,Blaine County,2021,175698000,https://www.bea.gov/
geoId/16015,Boise County,2021,19367000,https://www.bea.gov/
geoId/16017,Bonner County,2021,76833000,https://www.bea.gov/
geoId/16019,Bonneville County,2021,196476000,https://www.bea.gov/
geoId/16021,Boundary County,2021,4902000,https://www.bea.gov/
geoId/16023,Butte County,2021,2327000,https://www.bea.gov/
geoId/16025,Camas County,2020,1586000,https://www.bea.gov/
geoId/16027,Canyon County,2021,203271000,https://www.bea.gov/
geoId/16029,Caribou County,2021,3749000,https://www.bea.gov/
geoId/16031,Cassia County,2021,24221000,https://www.bea.gov/
geoId/16033,Clark County,2017,133000,https://www.bea.gov/
geoId/16035,Clearwater County,2021,6746000,https://www.bea.gov/
geoId/16037,Custer County,2021,18591000,https://www.bea.gov/
geoId/16039,Elmore County,2021,21160000,https://www.bea.gov/
geoId/16041,Franklin County,2021,9127000,https://www.bea.gov/
geoId/16043,Fremont County,2021,20793000,https://www.bea.gov/
geoId/16045,Gem County,2021,12653000,https://www.bea.gov/
geoId/16047,Gooding County,2021,11909000,https://www.bea.gov/
geoId/16049,Idaho County,2021,11943000,https://www.bea.gov/
geoId/16051,Jefferson County,2021,18657000,https://www.bea.gov/
geoId/16053,Jerome County,2021,19215000,https://www.bea.gov/
geoId/16055,Kootenai County,2021,407399000,https://www.bea.gov/
geoId/16057,Latah County,2021,52203000,https://www.bea.gov/
geoId/16059,Lemhi County,2021,12032000,https://www.bea.gov/
geoId/16061,Lewis County,2021,6295000,https://www.bea.gov/
geoId/16063,Lincoln County,2016,984000,https://www.bea.gov/
geoId/16065,Madison County,2021,55610000,https://www.bea.gov/
geoId/16067,Minidoka County,2021,14855000,https://www.bea.gov/
geoId/16069,Nez Perce County,2021,64058000,https://www.bea.gov/
geoId/16071,Oneida County,2021,2041000,https://www.bea.gov/
geoId/16073,Owyhee County,2021,5528000,https://www.bea.gov/
geoId/16075,Payette County,2021,10052000,https://www.bea.gov/
geoId/16077,Power County,2020,1762000,https://www.bea.gov/
geoId/16079,Shoshone County,2021,25890000,https://www.bea.gov/
geoId/16081,Teton County,2021,36844000,https://www.bea.gov/
geoId/16083,Twin Falls County,2021,136235000,https://www.bea.gov/
geoId/16085,Valley County,2021,57947000,https://www.bea.gov/
geoId/16087,Washington County,2021,6472000,https://www.bea.gov/
geoId/17001,Adams County,2021,88783000,https://www.bea.gov/
geoId/17003,Alexander County,2018,2645000,https://www.bea.gov/
geoId/17005,Bond County,2021,9164000,https://www.bea.gov/
geoId/17007,Boone County,2021,29450000,https://www.bea.gov/
geoId/17009,Brown County,2021,3104000,https://www.bea.gov/
geoId/17011,Bureau County,2021,17309000,https://www.bea.gov/
geoId/17013,Calhoun County,2021,2032000,https://www.bea.gov/
geoId/17015,Carroll County,2021,11738000,https://www.bea.gov/
geoId/17017,Cass County,2021,3804000,https://www.bea.gov/
geoId/17019,Champaign County,2021,349633000,https://www.bea.gov/
geoId/17021,Christian County,2021,16467000,https://www.bea.gov/
geoId/17023,Clark County,2021,12948000,https://www.bea.gov/
geoId/17025,Clay County,2020,5383000,https://www.bea.gov/
geoId/17027,Clinton County,2021,31767000,https://www.bea.gov/
geoId/17029,Coles County,2021,57523000,https://www.bea.gov/
geoId/17031,Cook County,2021,15357811000,https://www.bea.gov/
geoId/17033,Crawford County,2021,14114000,https://www.bea.gov/
geoId/17035,Cumberland County,2019,4900000,https://www.bea.gov/
geoId/17037,DeKalb County,2017,96509000,https://www.bea.gov/
geoId/17039,De Witt County,2021,12866000,https://www.bea.gov/
geoId/17041,Douglas County,2021,21892000,https://www.bea.gov/
geoId/17043,DuPage County,2021,2232507000,https://www.bea.gov/
geoId/17045,Edgar County,2021,10609000,https://www.bea.gov/
geoId/17047,Edwards County,2019,1029000,https://www.bea.gov/
geoId/17049,Effingham County,2021,139333000,https://www.bea.gov/
geoId/17051,Fayette County,2021,18511000,https://www.bea.gov/
geoId/17053,Ford County,2021,6960000,https://www.bea.gov/
geoId/17055,Franklin County,2021,28775000,https://www.bea.gov/
geoId/17057,Fulton County,2021,15140000,https://www.bea.gov/
geoId/17059,Gallatin County,2021,1155000,https://www.bea.gov/
geoId/17061,Greene County,2021,4478000,https://www.bea.gov/
geoId/17063,Grundy County,2021,58752000,https://www.bea.gov/
geoId/17065,Hamilton County,2021,3733000,https://www.bea.gov/
geoId/17067,Hancock County,2021,8464000,https://www.bea.gov/
geoId/17069,Hardin County,2021,1780000,https://www.bea.gov/
geoId/17071,Henderson County,2021,1575000,https://www.bea.gov/
geoId/17073,Henry County,2021,31160000,https://www.bea.gov/
geoId/17075,Iroquois County,2021,13302000,https://www.bea.gov/
geoId/17077,Jackson County,2021,68350000,https://www.bea.gov/
geoId/17079,Jasper County,2021,4376000,https://www.bea.gov/
geoId/17081,Jefferson County,2021,54984000,https://www.bea.gov/
geoId/17083,Jersey County,2021,21796000,https://www.bea.gov/
geoId/17085,Jo Daviess County,2021,58126000,https://www.bea.gov/
geoId/17087,Johnson County,2021,6249000,https://www.bea.gov/
geoId/17089,Kane County,2021,840567000,https://www.bea.gov/
geoId/17091,Kankakee County,2021,102999000,https://www.bea.gov/
geoId/17093,Kendall County,2021,117317000,https://www.bea.gov/
geoId/17095,Knox County,2021,52546000,https://www.bea.gov/
geoId/17097,Lake County,2021,1709397000,https://www.bea.gov/
geoId/17099,LaSalle County,2021,134560000,https://www.bea.gov/
geoId/17101,Lawrence County,2015,6881000,https://www.bea.gov/
geoId/17103,Lee County,2021,20889000,https://www.bea.gov/
geoId/17105,Livingston County,2021,20436000,https://www.bea.gov/
geoId/17107,Logan County,2021,17275000,https://www.bea.gov/
geoId/17109,McDonough County,2021,27221000,https://www.bea.gov/
geoId/17111,McHenry County,2021,355480000,https://www.bea.gov/
geoId/17113,McLean County,2021,311006000,https://www.bea.gov/
geoId/17115,Macon County,2021,125880000,https://www.bea.gov/
geoId/17117,Macoupin County,2021,21828000,https://www.bea.gov/
geoId/17119,Madison County,2021,376410000,https://www.bea.gov/
geoId/17121,Marion County,2021,28713000,https://www.bea.gov/
geoId/17123,Marshall County,2021,9846000,https://www.bea.gov/
geoId/17125,Mason County,2019,6009000,https://www.bea.gov/
geoId/17127,Massac County,2021,45101000,https://www.bea.gov/
geoId/17129,Menard County,2021,5552000,https://www.bea.gov/
geoId/17131,Mercer County,2021,4527000,https://www.bea.gov/
geoId/17133,Monroe County,2021,41240000,https://www.bea.gov/
geoId/17135,Montgomery County,2021,25235000,https://www.bea.gov/
geoId/17137,Morgan County,2021,39317000,https://www.bea.gov/
geoId/17139,Moultrie County,2021,16877000,https://www.bea.gov/
geoId/17141,Ogle County,2021,31837000,https://www.bea.gov/
geoId/17143,Peoria County,2021,307913000,https://www.bea.gov/
geoId/17145,Perry County,2021,9501000,https://www.bea.gov/
geoId/17147,Piatt County,2021,11767000,https://www.bea.gov/
geoId/17149,Pike County,2021,10354000,https://www.bea.gov/
geoId/17151,Pope County,2021,1165000,https://www.bea.gov/
geoId/17153,Pulaski County,2021,998000,https://www.bea.gov/
geoId/17155,Putnam County,2021,3766000,https://www.bea.gov/
geoId/17157,Randolph County,2021,22690000,https://www.bea.gov/
geoId/17159,Richland County,2020,11333000,https://www.bea.gov/
geoId/17161,Rock Island County,2021,191795000,https://www.bea.gov/
geoId/17163,St. Clair County,2021,368939000,https://www.bea.gov/
geoId/17165,Saline County,2021,16828000,https://www.bea.gov/
geoId/17167,Sangamon County,2021,316442000,https://www.bea.gov/
geoId/17169,Schuyler County,2021,5026000,https://www.bea.gov/
geoId/17171,Scott County,2021,2206000,https://www.bea.gov/
geoId/17173,Shelby County,2021,13079000,https://www.bea.gov/
geoId/17175,Stark County,2020,780000,https://www.bea.gov/
geoId/17177,Stephenson County,2021,37112000,https://www.bea.gov/
geoId/17179,Tazewell County,2021,228456000,https://www.bea.gov/
geoId/17181,Union County,2021,11167000,https://www.bea.gov/
geoId/17183,Vermilion County,2021,60076000,https://www.bea.gov/
geoId/17185,Wabash County,2021,7167000,https://www.bea.gov/
geoId/17187,Warren County,2021,11986000,https://www.bea.gov/
geoId/17189,Washington County,2021,9636000,https://www.bea.gov/
geoId/17191,Wayne County,2021,8911000,https://www.bea.gov/
geoId/17193,White County,2021,9724000,https://www.bea.gov/
geoId/17195,Whiteside County,2021,46070000,https://www.bea.gov/
geoId/17197,Will County,2021,804919000,https://www.bea.gov/
geoId/17199,Williamson County,2021,98177000,https://www.bea.gov/
geoId/17201,Winnebago County,2021,383200000,https://www.bea.gov/
geoId/17203,Woodford County,2021,19556000,https://www.bea.gov/
geoId/18001,Adams County,2021,18950000,https://www.bea.gov/
geoId/18003,Allen County,2021,583510000,https://www.bea.gov/
geoId/18005,Bartholomew County,2021,122959000,https://www.bea.gov/
geoId/18007,Benton County,2020,2851000,https://www.bea.gov/
geoId/18009,Blackford County,2021,6866000,https://www.bea.gov/
geoId/18011,Boone County,2021,93228000,https://www.bea.gov/
geoId/18013,Brown County,2021,24334000,https://www.bea.gov/
geoId/18015,Carroll County,2020,11920000,https://www.bea.gov/
geoId/18017,Cass County,2021,23651000,https://www.bea.gov/
geoId/18019,Clark County,2021,193289000,https://www.bea.gov/
geoId/18021,Clay County,2021,12711000,https://www.bea.gov/
